label1;label2;label1_2;label2_2;sentence;filename;sentid
5+;;5+;;Toen ik aan het boek begon wist ik al dat dit een boek zou worden waar ik in mee zou leven en waarna ik niet zomaar aan iets anders kon beginnen .;output_part00108.sents.gz;45131_5.p.3.s.1
5;;5+;;Wat is het jammer dat ik het boek uit heb dacht ik na het lezen totdat ik Tannie Maria’s recepten tegenkwam in het laatste hoofdstuk !;output_part00350.sents.gz;59521_5.p.1.s.24
3+;;3+;;Brijs geeft de lezers inzicht in zijn personages en zorgt ervoor dat je sympathie voor hen krijgt .;output_part00175.sents.gz;69150_5.p.5.s.1
;;5+;;De kans is groot dat je tijdens het lezen van ' Thirteen reasons why ' de tijd helemaal vergeet .;output_part00228.sents.gz;74101_5.p.1.s.1
;;;;Daarbij blijft hij uit handen van justitie door zijn slachtoffers te kiezen uit een specifieke groep .;output_part00079.sents.gz;88259_5.p.3.s.3
5+;;5+;;Al met al vond ik dit een fantastisch boek en daarom heb ik Vogelvrij dan ook beoordeeld met 5 hartjes .;output_part00251.sents.gz;39183_5.p.6.s.5
;;;;Stel je eens voor dat je 10 jaar lang gevangen wordt gehouden in een huis , afhankelijk bent van de nukken van je ontvoerder .;output_part00128.sents.gz;42001_5.p.1.s.2
1;;1;;In al deze verhalen zit een licht-sinistere ondertoon .;output_part00141.sents.gz;26043_5.p.9.s.5
5+;;;;De boeken van Leighton Gage spelen af in Brazilie en zijn allemaal eigenlijk geweldig goed .;output_part00065.sents.gz;20753_5.p.1.s.1
;;;;Heeft haar man Oscar de dagen door elkaar gehaald en hem naar het kinderdagverblijf gebracht ?;output_part00140.sents.gz;89118_5.p.3.s.4
4+;;4;;Achterflap “ Maggie O’Hara weet beter dan wie dan ook dat je leven in één seconde kan veranderen .;output_part00315.sents.gz;58213_5.p.2.s.6
;;;;Italiaanse kennissen of vrienden – om van hun familieleden nog maar te zwijgen – bemoeien zich het liefst met elk aspect van je leven .;output_part00238.sents.gz;30810_5.p.3.s.4
;;;;Hoe de beroepsmatige interesse verschuift naar vriendschap , hoe ze samen hardlopen en langlaufen ( of skiën zoals de vertaler het neerzet ) .;output_part00163.sents.gz;40112_5.p.1.s.6
;;;;Er hangt een rare sfeer in het winkeltje , maar haar nieuwsgierigheid naar de oude muziekboeken wint het van haar angst .;output_part00148.sents.gz;34590_5.p.1.s.3
4;;4;;Vicory comes at a price , staat er op de achterkant , met de plot .;output_part00029.sents.gz;3347_5.p.5.s.1
;;;;Geen vriendin , maar iemand waar je rekening mee moet houden en wie je met respect behandelt .;output_part00043.sents.gz;11635_5.p.2.s.2
;;;;Vanavond opeten met lamsworstjes en aardappelpuree .;output_part00039.sents.gz;15057_5.p.7.s.18
;;;;Mevrouw Hond maakt een schilderij van meneer Hond met een taart .;output_part00155.sents.gz;64956_5.p.1.s.1
5;;2;;Om zijn doel te bereiken manipuleert en bedriegt en moordt hij Naarmate het boek vordert gaan alle stukjes van de legpuzzel in elkaar passen .;output_part00314.sents.gz;89486_5.p.1.s.11
;;;;De zoektocht ( naar wat ? ) van een naamloze vader en zoon leidt via een weg naar het zuiden van een naamloos land , waarin diegene die verantwoordelijk was voor de totaalvernietiging van de wereld een paar mensen over het hoofd heeft gezien , die paar mensen worden ook nog eens verdeeld in de goeden en de slechten .;output_part00359.sents.gz;69903_5.p.3.s.1
3-;;;;Oké , er was een band tussen de personages , maar om die meteen in een liefdesrelatie te veranderen , was misschien wel te veel van het goede .;output_part00222.sents.gz;30170_5.p.1.s.28
5+;;5+;;Deze schrijfster heeft mij verrast met deze boeken over Jessie Haider !;output_part00151.sents.gz;90798_5.p.1.s.3
;;;;"Zoals vakanties die steeds verder en luxer worden , tegenover het logeren bij familie in de zomervakantie als "" hoofdvakantie "" .";output_part00118.sents.gz;65447_5.p.1.s.7
3;;;;"Wanneer steeds meer jonge vrouwen verdwijnen en er "" Vermist'-posters opduiken met daarop het gezicht van het meisje , blijkt dat Faith's dochtertje die bewuste avond helemaal niet sliep op de achterbank .";output_part00075.sents.gz;69292_5.p.1.s.4
2+;;2+;;Ondanks dat is het verhaal telkens goed te volgen .;output_part00055.sents.gz;7941_5.p.1.s.6
3;;;;Reacher is er vast van overtuigd dat dit de waarheid is omdat James Barr in het verleden niet bepaald brandschoon is geweest en door omstandigheden de dans ontsprongen is .;output_part00298.sents.gz;87177_5.p.1.s.10
3;;;;Moeder Sascha maakt zelf ook het één en het ander mee , zij heeft zo haar eigen zorgen .;output_part00041.sents.gz;4727_5.p.1.s.17
;;;;Ze maakte al naam met Dromendochter , dat voorafgaat aan Sterrenlicht ( vertaling van Days of Blood and Starlight , 2012 ) .;output_part00113.sents.gz;85067_5.p.1.s.2
;;;;De dag erop wordt een van de gasten vermoord en iedereen wordt bij het onderzoek van Hercule Poirot betrokken .;output_part00156.sents.gz;58941_5.p.2.s.1
3;;;;Marius en Tessa gebruiken elkaar als vlucht uit hun realiteit ( ze maken heftige dingen mee , zo verliest Tessa haar zoon ) .;output_part00151.sents.gz;58582_5.p.1.s.24
5+;;5+;;Een prettig leesbaar boek , een hart onder de riem voor elke mantelzorger .;output_part00234.sents.gz;86724_5.p.1.s.1
;;;;Hij zelf is journaliste en presentator van een crime programma op televisie en kent dus wel vele wegen van een goed onderzoek .;output_part00057.sents.gz;10161_5.p.1.s.3
;;2;;Verwijzingen naar 1984 maken duidelijk wat we kunnen verwachten .;output_part00198.sents.gz;31839_5.p.2.s.6
1;;2;;Er xijn twee verhaallijnen door elkaar .;output_part00258.sents.gz;70035_5.p.1.s.3
3;;;;Op een zondag vier jaar geleden , zag meneer de Rênal toen hij in ambtsgewaad de kerk uitkwam , hoe de oude Sorel , omringd door zijn drie zonen , hem met een glimlach opnam .;output_part00071.sents.gz;36786_5.p.6.s.2
4;;2;;Dat is thema één dat ik meen te ontwaren in ' In seizoenen ' .;output_part00045.sents.gz;16281_5.p.4.s.2
;;;;Even spannend als ontroerend .;output_part00132.sents.gz;43770_5.p.1.s.9
1+;;1+;;Spannend , treffend , mooie woordkeuze , boeiend geschreven .;output_part00342.sents.gz;44493_5.p.1.s.1
2-;;2-;;Waar ik vond dat er in de eerste boeken met name geen goede verhaallijn zat .;output_part00057.sents.gz;7905_5.p.3.s.16
1;;2;;In elk hoofdstuk bespreekt Gompertz een eigenschap die een kunstenaar kan hebben .;output_part00188.sents.gz;84308_5.p.2.s.6
;;;;"Zitten er in het gezelschap meerdere "" weerwolven ? "" .";output_part00241.sents.gz;82717_5.p.5.s.6
3;;;;Een bekende tv-ster moet onderduiken en Esmée verzint een plan dat alles op zijn kop zet .;output_part00317.sents.gz;87654_5.p.1.s.7
5+;;1+;;Hoe krijg je het klaar om een triller en een roman zo goed in elkaar te laten lopen .;output_part00338.sents.gz;45250_5.p.1.s.3
3;;;;Laura ontdekt een aantal vreemde dingen en gaat zelf op onderzoek uit .;output_part00228.sents.gz;66579_5.p.1.s.6
2+;;;;Jo Nesbo weet in dit boek vooral de lezer bijzonder goed voortdurend op het verkeerde been te zetten .;output_part00084.sents.gz;22451_5.p.3.s.1
3;;;;De laatste heeft nog steun aan Minke , een goede vriendin die ze heeft leren kennen bij een praatgroep van ouders met overleden kinderen .;output_part00223.sents.gz;72734_5.p.2.s.8
5+;;5+;;Ik had nog niet eerder iets van Kim Verheugen gelezen , al stond De Wijven van Vijf wel op mijn verlanglijstje , maar ik ga zeker meer boeken van haar lezen .;output_part00095.sents.gz;37284_5.p.1.s.9
3;;;;De sporen doen Kirsten namelijk vermoeden dat Julian Hirtmann hier een aandeel in heeft , de psychopathische moordenaar die totaal geen scrupules kent .;output_part00330.sents.gz;73902_5.p.1.s.3
;;;;Je sluit Millie van het begin af aan al in je hart .;output_part00128.sents.gz;67358_5.p.1.s.2
5+;;2+;;Ik vond het boek zeer spannend .;output_part00275.sents.gz;42411_5.p.1.s.20
5-;;5-;;Nee Simone : keer maar liever terug naar echte polderboekjes , zoals Schaduwzuster ... dat was nog wel te pruimen tenminste .;output_part00027.sents.gz;11162_1.p.3.s.1
;;;;Op zoek naar de waarheid gaat ze samen met haar vriendinnen glaasje draaien , in de hoop dat de geesten haar kunnen helpen .;output_part00022.sents.gz;2362_1.p.2.s.2
;;;;Dat is ongetwijfeld sterk aan zijn trainingen .;output_part00027.sents.gz;6492_1.p.14.s.3
1-;;1-;;Er is veel nutteloos ‘ gewauwel ’ tussen de bedrijven door .;output_part00025.sents.gz;6450_1.p.3.s.8
;;;;Er zijn ook goede ( Engelstalige ) biografieën .;output_part00008.sents.gz;6000_1.p.11.s.4
5-;;5-;;Saaiheid is niet het enige probleem in deze roman .;output_part00062.sents.gz;20918_1.p.3.s.13
1-;;2-;;Maak er een verhaal van 50 pagina's van en dan valt het best te pruimen .;output_part00027.sents.gz;19308_1.p.1.s.4
2-;;2-;;Daarbij kwam de spanning niet op gang .;output_part00064.sents.gz;20956_1.p.3.s.1
3-;;3-;;De omgangsvormen tussen directeur en werknemer zijn zo bizar en extreem dat daar weinig diepgang in zit .;output_part00028.sents.gz;7366_1.p.3.s.8
;;5;;De psychologische thriller ‘ Ziende Blind ’ is het debuut van schrijfster C.J. Lyons .;output_part00023.sents.gz;4614_1.p.2.s.1
1-;;1-;;De opbouw is ook telkens hetzelfde .;output_part00022.sents.gz;8044_1.p.1.s.7
1;1-;1-;;Naast de flashbacks zitten er ook aardig wat stukjes in die geen toegevoegde waarde aan het verhaal brengen , ik kreeg vaak het gevoel dat er van de hak op de tak wordt gegaan alsof er een hyperactief persoon tegenover me zit te praten die overloopt van enthousiasme maar daarbij ook zoveel uitweidt over andere zaken dat ik allang weer ben vergeten waar het eigenlijk om gaat .;output_part00001.sents.gz;7246_1.p.1.s.7
3;;;;De topmanager van het Zeeuwse waterbeheer is , mag je hopen , niet naar ’ t leven getekend , maar een karikatuur van een slechterik .;output_part00001.sents.gz;11622_1.p.1.s.13
1-;;5-;;Let wel : dit zijn de eerste twee zinnen van een roman die op deze voet duizenden zinnen dooremmert .;output_part00020.sents.gz;5176_1.p.1.s.23
;;;;Een ontmoeting met een oude bekende brengen hem in de hoofdstad van Irak , het land van duizend bommen en granaten ( met dank aan de stripfiguren George W. Bush & Kapitein Haddock ) .;output_part00027.sents.gz;12960_1.p.3.s.4
5-;;1-;;En door die levensinstelling geen echte emoties in het manuscript heeft kunnen toelaten .;output_part00021.sents.gz;9230_1.p.7.s.2
2;;5;;Laure Eve heeft wel geprobeerd haar boek een extra dimensie te geven met pseudofilosofische inzichten .;output_part00023.sents.gz;19930_1.p.5.s.1
5+;;5+;;Gevolg : ik las De vloed zo snel ik kon .;output_part00012.sents.gz;18676_1.p.1.s.7
4+;;4+;;"Dus Roofdier gekocht , de "" flaptekst "" klinkt veelbelovend .";output_part00018.sents.gz;8728_1.p.1.s.4
5-;;;;Het activeert een onbewust systeem van negatieve associaties .;output_part00015.sents.gz;12130_1.p.2.s.2
;;;;De vluchteling wordt aangesteld als leider van het ensemble , tegen een riant salaris .;output_part00025.sents.gz;9774_1.p.2.s.16
5-;;;;Ik begrijp bovenstaande lofzang dan ook totaal niet !;output_part00022.sents.gz;17384_1.p.1.s.3
1;1-;1-;;Erg nadrukkelijke beschrijvingen versterken dat stroeve taalgebruik .;output_part00064.sents.gz;21638_1.p.2.s.1
1-;;1-;;Wat me het meest opvalt zijn echter niet de foutjes die weggeschaafd hadden moeten worden voor publicatie , maar de stukken die geheel herschreven hadden moeten worden .;output_part00024.sents.gz;12862_1.p.2.s.1
5+;3+;2+;3+;Dat geeft een meerwaarde aan het verhaal , psychologische uitdieping van de karakters .;output_part00027.sents.gz;7754_1.p.1.s.43
5-;;5-;;Was totaal niet onder de indruk van dit boek .;output_part00013.sents.gz;16288_1.p.1.s.1
5-;;5-;;Vanwege de lovende recensies ben ik enthousiast aan dit boek begonnen , maar gaandeweg begreep ik niet waarom dit boek zo hoog gewaardeerd werd .;output_part00013.sents.gz;1976_1.p.1.s.1
1-;;1-;;Hier en daar een kort zinnetje toelichting over de jeugd van de man werkt niet bepaald verhelderend .;output_part00028.sents.gz;9536_1.p.1.s.7
1-;;2-;;Ook vond ik niet alle passages over het leven van Georgy even spannend .;output_part00016.sents.gz;4812_1.p.2.s.5
2-;;2-;5-;Als je er in slaagt , zoals bij mij tenminste het geval was , om halverwege het boek je niet te veel vragen meer te stellen bij die hele reeks ongeloofwaardigheden zou je het boek zelfs een spannende klucht kunnen noemen .;output_part00025.sents.gz;12656_1.p.2.s.3
;;;;De beide Nederlanders zijn op Malta op uitnodiging van Merlijn om er te komen spreken over toenadering tussen katholieken en islamieten .;output_part00017.sents.gz;11618_1.p.2.s.5
;;3-;;De dialogen zijn als je het mij vraagt niet door de mensen uitgesproken die volgens dit boek dat wel zouden moeten doen .;output_part00025.sents.gz;14626_1.p.3.s.9
2-;;2-;;De climax op het eind vond ik gewoon lachwekkend en het open einde waardeloos .;output_part00062.sents.gz;21594_1.p.1.s.4
1-;;1-;;Het zilveren kruis heeft namelijk geen prettige schrijfstijl .;output_part00016.sents.gz;10912_1.p.1.s.5
2-;;2-;;De plot is zeer zwak : 2 helderzienden die in andermans hersens kunnen binnendringen zijn op zoek naar een gewetenloze pyromaan die een apparaat heeft uitgevonden om op afstand zaken te doen ontbranden .;output_part00008.sents.gz;5862_1.p.1.s.5
2-;;5-;1-;Ik vond het absoluut niet spannend en ... . slecht uitgewerkte gebeurtenissen .;output_part00010.sents.gz;1402_1.p.1.s.12
;;;;In Donkere Grond wil journaliste Jane Widowson voor een plaatselijke krant een artikel schrijven over een archeologische opgraving in de buurt .;output_part00064.sents.gz;22210_1.p.2.s.1
1-;;1-;;Ongeveer de helft van het boek is een letterlijke copy-paste uit FSOG .;output_part00015.sents.gz;8482_1.p.5.s.6
2-;;2-;;Een boek met teveel gedetailleerde aandacht voor zijn drank , coke- en seksverslaving en veel te weinig aandacht voor de gevolgen hiervan voor zijn familie en kinderen , zijn pogingen tot afkicken en het opzetten van zijn eigen kliniek SolutionS .;output_part00019.sents.gz;10208_1.p.4.s.1
2-;1-;1-;;De actie is minimaal , het geneuzel maximaal .;output_part00020.sents.gz;9602_1.p.1.s.26
;;3;;Als journalist in Afghanistan berichtte Fullerton vooral over een strijd tussen stammen , tussen clans .;output_part00002.sents.gz;1622_1.p.1.s.3
1-;;1-;;Dit nog los van het feit dat er heel veel ruimte in beslag wordt genomen door muziekteksten en titels van films , terwijl dit meestal niet functioneel is , maar vooral lijkt te dienen als bladvulling .;output_part00062.sents.gz;21558_1.p.2.s.2
5+;5-;5+;5-;Het idee van het boek , het leven in een naoorlogs groot gezin sprak mij erg aan , en ik lees positieve recensies op internet maar dit is niet aan mij besteed .;output_part00026.sents.gz;18716_1.p.1.s.5
5+;;1+;;Anderzijds allemaal heel knap bedacht en uitgewerkt .;output_part00020.sents.gz;8360_1.p.3.s.1
5-;;5-;;Heb dit boek namelijk na een poosje weggelegd .;output_part00018.sents.gz;5892_1.p.1.s.2
2-;;;;Wanneer Marie Kondo begint over het bedanken voor bewezen diensten , van spullen die je weggooit , begint het al lichtelijk belachelijk te worden .;output_part00022.sents.gz;6328_1.p.2.s.1
5-;;5-;;Maar dit boek mist gewoon zoveel dat ik er weinig positiefs over kan zeggen .;output_part00011.sents.gz;11314_1.p.3.s.9
;;5-;;Hoeveel lezers zouden deze schipbreuk , genoemd in het bijbelboek Handelingen , ook nomineren als beroemdste wrak vraag ik me af .;output_part00016.sents.gz;11334_1.p.1.s.4
;;;;Ik weet het terwijl ik het schrijf : die laatste zin is een cliché van jewelste .;output_part00026.sents.gz;9250_1.p.3.s.1
3;;3;;De dappere Grijpstra zorgt dat hij zo weinig mogelijk thuis is …;output_part00063.sents.gz;20070_1.p.3.s.6
4+;;4;;Al in de korte omschrijving achterop het boek , wordt de toon van het verhaal duidelijk .;output_part00012.sents.gz;12866_1.p.1.s.2
2+;3+;5-;;Hoewel het boek vanaf een derde interessanter wordt en Crystal meer sympathie wint , lijkt het kwaad daarvoor al geschied .;output_part00005.sents.gz;396_1.p.6.s.3
5;;5-;;Maar dat is geen reden om al zijn vorige boeken alsnog te gaan vertalen .;output_part00024.sents.gz;1114_1.p.1.s.12
3;2-;3;2-;Na verloop van tijd probeert Frits hier een einde aan te maken ... .. vervolgens rollen we een verwarrend verhaal in wat langzaam op gang komt .;output_part00021.sents.gz;18782_1.p.1.s.3
;;;;Volgens de statistiek leven Mexicanen in 2017 van $11 per dag en inwoners van VS van $67 per dag .;output_part00025.sents.gz;19158_1.p.8.s.2
1-;;1-;;Zelden heb ik zo'n slecht geschreven boek gelezen als dit .;output_part00005.sents.gz;7164_1.p.1.s.1
1-;2-;2-;;Het is alsof je een droog scenario van een film aan het doorlezen bent waarin alle spanning ontbreekt .;output_part00027.sents.gz;2386_1.p.5.s.2
;;;;Ik kende Reacher nog niet , had nooit iets van Child gelezen , maar hij schijnt beroemd te zijn , er is een film van gemaakt en Lee Child is een bekende schrijver die echter al zijn boeken over Reacher schijnt te schrijven .;output_part00023.sents.gz;15302_1.p.1.s.3
;;;;Vanuit een andere optiek kan je hem gewoon een luie schrijver noemen .;output_part00010.sents.gz;12654_1.p.1.s.23
3;;3;;Hoofdpersoon Sean Callagher , verslaggever bij de Washington Post , komt door een verhaal dat hem eigenlijk niet heel erg boeit op het spoor van een groter verhaal .;output_part00011.sents.gz;1602_1.p.1.s.1
1-;;1-;;Wellicht zou het verhaal beter naar voren komen wanneer er meer aandacht geschonken wordt aan de schrijfstijl en de taalverzorging .;output_part00007.sents.gz;7520_1.p.5.s.2
